cod_ine,nombre,concejales,concejales_hombres,concejales_mujeres,concejo,votacion,resultado
70401,Buena Vista,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""ASIP"",""v"":1},{""s"":""VERDES"",""v"":2}]",,
70402,San Carlos,7,4,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""MSM"",""v"":1},{""s"":""VERDES"",""v"":1}]",,
70403,Yapacaní,7,4,3,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""MSM"",""v"":2}]",,
70404,San Juan,6,3,3,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""ASIP"",""v"":1},{""s"":""SAN"",""v"":2}]",,
70501,San José,5,2,3,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""CHINO"",""v"":3},{""s"":""FRENTE"",""v"":1}]",,
70502,Pailón,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""TODOS"",""v"":2},{""s"":""DMP"",""v"":1},{""s"":""FA"",""v"":1},{""s"":""IPC"",""v"":1}]",,
70503,Roboré,5,2,3,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""FA"",""v"":1},{""s"":""PRIMEROS"",""v"":1},{""s"":""VERDES"",""v"":2}]",,
70601,Portachuelo,5,2,3,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""FA"",""v"":1},{""s"":""SOL"",""v"":2},{""s"":""VERDES"",""v"":1}]",,
70602,Santa Rosa del Sara,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""SOL"",""v"":1},{""s"":""VERDES"",""v"":1}]",,
70603,Colpa Bélgica,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""TODOS"",""v"":1},{""s"":""FA"",""v"":1},{""s"":""SOL"",""v"":1},{""s"":""VERDES"",""v"":1}]",,
70701,Lagunillas,5,4,1,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""MSM"",""v"":1},{""s"":""ARAYEKOU"",""v"":1},{""s"":""VERDES"",""v"":1}]",,
70702,Charagua,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""APG-CH-N"",""v"":1},{""s"":""VERDES"",""v"":2}]",,
70703,Cabezas,7,4,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""VERDES"",""v"":2}]",,
70704,Cuevo,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""VERDES"",""v"":3}]",,
70705,Gutiérrez,7,4,3,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""VERDES"",""v"":1}]",,
70706,Camiri,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""VERDES"",""v"":5}]",,
70707,Boyuibe,5,3,2,"[{""s"":""FA"",""v"":2},{""s"":""VERDES"",""v"":3}]",,
70801,Vallegrande,7,3,4,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""VERDES"",""v"":3}]",,
70802,El Trigal,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""UCS"",""v"":1},{""s"":""ASIP"",""v"":1},{""s"":""VERDES"",""v"":2}]",,
70803,Moro Moro,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""VERDES"",""v"":3}]",,
70804,Postrervalle,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""VERDES"",""v"":4}]",,
70805,Pucará,5,4,1,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""VERDES"",""v"":2}]",,
70901,Samaipata,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""S.S."",""v"":1},{""s"":""VERDES"",""v"":2}]",,
70902,Pampa Grande,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""SOL"",""v"":1},{""s"":""VERDES"",""v"":1}]",,
70903,Mairana,5,4,1,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""MSM"",""v"":1},{""s"":""TODOS"",""v"":1},{""s"":""VERDES"",""v"":1}]",,
70904,Quirusillas,5,4,1,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""VERDES"",""v"":3}]",,
71001,Montero,5,3,2,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""MSM"",""v"":1},{""s"":""ASC"",""v"":2},{""s"":""FA"",""v"":4}]",,
71002,Gral. Saavedra,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""MSM"",""v"":1},{""s"":""FA"",""v"":2}]",,
71003,Mineros,11,6,5,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""TODOS"",""v"":1},{""s"":""ASIP"",""v"":1},{""s"":""FA"",""v"":2}]",,
71004,Puerto Fernández Alonso,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""MSM"",""v"":1},{""s"":""ASIP"",""v"":1},{""s"":""FA"",""v"":1}]",,
71005,San Pedro,5,3,2,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""VERDES"",""v"":1}]",,
71101,Concepción,7,5,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""FA"",""v"":1},{""s"":""VERDES"",""v"":2}]",,
71102,San Javier,5,2,3,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""FA"",""v"":1},{""s"":""OICH"",""v"":2},{""s"":""VERDES"",""v"":1}]",,
71103,San Ramón,11,6,5,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""UCS"",""v"":1},{""s"":""FA"",""v"":2}]",,
71104,San Julián,5,3,2,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""MSM"",""v"":2}]",,
71105,San Antonio de Lomerío,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""IDL"",""v"":2},{""s"":""MIL"",""v"":1}]",,
71106,Cuatro Cañadas,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""UCS"",""v"":1},{""s"":""ASIP"",""v"":1}]",,
71201,San Matías,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""FA"",""v"":1},{""s"":""MATICO"",""v"":3}]",,
71301,Comarapa,5,3,2,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""VERDES"",""v"":1}]",,
71302,Saipina,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""VERDES"",""v"":2}]",,
71401,Puerto Suárez,5,3,2,"[{""s"":""FA"",""v"":2},{""s"":""MANOS"",""v"":3}]",,
71402,Puerto Quijarro,5,4,1,"[{""s"":""MSM"",""v"":1},{""s"":""FPV"",""v"":2},{""s"":""FA"",""v"":1},{""s"":""UDER"",""v"":1}]",,
71403,Carmen Rivero Torres,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""FA"",""v"":3}]",,
71501,Ascención de Guarayos,5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""FA"",""v"":1},{""s"":""GH"",""v"":1}]",,
71502,Urubichá,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""TODOS"",""v"":1},{""s"":""GH"",""v"":2}]",,
71503,El Puente,7,4,3,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""GH"",""v"":1}]",,
80101,Trinidad,11,6,5,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""MNR-PUEBLO"",""v"":2},{""s"":""PRIMERO"",""v"":6}]",,
80102,San Javier,5,2,3,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""NACER"",""v"":1},{""s"":""PRIMERO"",""v"":2}]",,
80201,Riberalta,11,7,4,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""CA"",""v"":2},{""s"":""MNR-PUEBLO"",""v"":1},{""s"":""PRIMERO"",""v"":3},{""s"":""SI"",""v"":1}]",,
80202,Guayaramerín,7,4,3,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""CA"",""v"":1},{""s"":""MNR-PUEBLO"",""v"":2},{""s"":""PRIMERO"",""v"":2}]",,
80301,Reyes,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""NACER"",""v"":1},{""s"":""PRIMERO"",""v"":3}]",,
80302,San Borja,7,3,4,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""MNR-PUEBLO"",""v"":1},{""s"":""PRIMERO"",""v"":2}]",,
80303,Santa Rosa,5,2,3,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""MNR-PUEBLO"",""v"":3},{""s"":""PRIMERO"",""v"":1}]",,
80304,Rurrenabaque,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""PRIMERO"",""v"":3}]",,
80401,Santa Ana,5,3,2,"[{""s"":""MNR-PUEBLO"",""v"":3},{""s"":""PRIMERO"",""v"":2}]",,
80402,Exaltación,5,2,3,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""MNR-PUEBLO"",""v"":1},{""s"":""NACER"",""v"":1},{""s"":""PRIMERO"",""v"":2}]",,
80501,San Ignacio,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""MNR-PUEBLO"",""v"":1},{""s"":""PRIMERO"",""v"":1}]",,
80601,Loreto,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""MNR-PUEBLO"",""v"":1},{""s"":""NACER"",""v"":1},{""s"":""PRIMERO"",""v"":1}]",,
80602,San Andrés,5,2,3,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""NACER"",""v"":2},{""s"":""PRIMERO"",""v"":1}]",,
80701,San Joaquín,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""MNR-PUEBLO"",""v"":1},{""s"":""PRIMERO"",""v"":2}]",,
80702,San Ramón,5,2,3,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""MNR-PUEBLO"",""v"":2},{""s"":""PRIMERO"",""v"":2}]",,
80703,Puerto Siles,5,1,4,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""PRIMERO"",""v"":3}]",,
80801,Magdalena,5,2,3,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""MNR-PUEBLO"",""v"":2},{""s"":""PRIMERO"",""v"":2}]",,
80802,Baures,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""PRIMERO"",""v"":3}]",,
80803,Huacaraje,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""MNR-PUEBLO"",""v"":2},{""s"":""PRIMERO"",""v"":2}]",,
90101,Cobija,5,2,3,"[{""s"":""MAS-IPSP"",""v"":6},{""s"":""CP"",""v"":5}]",,
90102,Porvenir,5,2,3,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""CP"",""v"":3}]",,
90103,Bolpebra,11,6,5,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""CP"",""v"":3}]",,
90104,Bella Flor,5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""MSM"",""v"":1},{""s"":""CP"",""v"":2}]",,
90201,Puerto Rico,5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""CP"",""v"":2}]",,
90202,San Pedro,5,1,4,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""CP"",""v"":3}]",,
90203,Filadelfia,5,2,3,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""CP"",""v"":2},{""s"":""P.A.S.O."",""v"":1}]",,
90301,Puerto Gonzalo Moreno,5,2,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""CP"",""v"":2}]",,
90302,Blanca Flor (San Lorenzo),5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""CP"",""v"":3},{""s"":""P.A.S.O."",""v"":1}]",,
90303,El Sena,5,3,2,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""CP"",""v"":1}]",,
90401,Santa Rosa del Abuná,5,2,3,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""CP"",""v"":1}]",,
90402,Humaita (Ingavi),5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""CP"",""v"":2}]",,
90501,Nueva Esperanza,5,2,3,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""CP"",""v"":3}]",,
90502,Villa Nueva (Loma Alta),4,2,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""CP"",""v"":2},{""s"":""P.A.S.O."",""v"":2}]",,
90503,Santos Mercado (Reserva),5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""CP"",""v"":3}]",,
