cod_ine,nombre,concejales,concejales_hombres,concejales_mujeres,concejo,votacion,resultado
50404,Ocurí,7,4,3,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""MOP"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":35236},{""s"":""POTOSI MOP"",""v"":19573}]",
50501,San Pedro de Buena Vista,7,4,3,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""MOP"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":88251},{""s"":""POTOSI MOP"",""v"":39744}]",
50502,Toro Toro,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":62652},{""s"":""AS"",""v"":8740},{""s"":""POTOSI MOP"",""v"":1886}]",
50601,Cotagaita,7,3,4,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""MOP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":83766},{""s"":""POTOSI MOP"",""v"":73669}]",
50602,Vitichi,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""AS"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":30084},{""s"":""AS"",""v"":24932}]",
50701,Sacaca,7,3,4,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""MOP"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":84364},{""s"":""POTOSI MOP"",""v"":40733}]",
50702,Caripuyo,5,3,2,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":46115},{""s"":""AS"",""v"":7452}]",
50801,Tupiza,7,3,4,"[{""s"":""MOP"",""v"":1},{""s"":""MAS-IPSP"",""v"":5},{""s"":""AS"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":145659},{""s"":""AS"",""v"":57063},{""s"":""POTOSI MOP"",""v"":38801},{""s"":""UN"",""v"":27991},{""s"":""MNR"",""v"":21942}]",
50802,Atocha,5,4,1,"[{""s"":""MOP"",""v"":1},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":44321},{""s"":""POTOSI MOP"",""v"":17664},{""s"":""UN"",""v"":9177}]",
50901,"Colcha ""K""",5,3,2,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""AS"",""v"":3}]","[{""s"":""AS"",""v"":35857},{""s"":""MAS-IPSP"",""v"":26151},{""s"":""POTOSI MOP"",""v"":9384}]",
50902,San Pedro de Quemes,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""UN"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":2990},{""s"":""UN"",""v"":1748}]",
51001,San Pablo de Lipez,5,3,2,"[{""s"":""MOP"",""v"":1},{""s"":""MAS-IPSP"",""v"":3},{""s"":""AS"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":5589},{""s"":""POTOSI MOP"",""v"":3657},{""s"":""AS"",""v"":1932}]",
51002,Mojinete,5,1,4,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""AS"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":2760},{""s"":""AS"",""v"":1173}]",
51003,San Antonio de Esmoruco,5,4,1,"[{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":10005}]",
51101,Puna,7,3,4,"[{""s"":""AINI"",""v"":1},{""s"":""AAOQ"",""v"":3},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""AAOQ"",""v"":45517},{""s"":""MAS-IPSP"",""v"":43516},{""s"":""AYNI"",""v"":11454},{""s"":""POTOSI MOP"",""v"":6394}]",
51102,"Caiza ""D""",5,2,3,"[{""s"":""AAOQ"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":27370},{""s"":""AAOQ"",""v"":26519},{""s"":""POTOSI MOP"",""v"":3726},{""s"":""AYNI"",""v"":3634},{""s"":""UN"",""v"":2323}]",
51103,Ckochas,7,3,4,"[{""s"":""MAS-IPSP"",""v"":6},{""s"":""MOP"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":65136},{""s"":""POTOSI MOP"",""v"":11615}]",
51201,Uyuni,7,3,4,"[{""s"":""AAOQ"",""v"":1},{""s"":""MOP"",""v"":2},{""s"":""MAS-IPSP"",""v"":3},{""s"":""AS"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":77625},{""s"":""POTOSI MOP"",""v"":49680},{""s"":""AAOQ"",""v"":38134},{""s"":""AS"",""v"":31579},{""s"":""UN"",""v"":9545}]",
51202,Tomave,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""MOP"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":34638},{""s"":""POTOSI MOP"",""v"":25139},{""s"":""MNR"",""v"":5773}]",
51203,Porco,5,1,4,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""UN"",""v"":1},{""s"":""MOP"",""v"":1},{""s"":""AS"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":19343},{""s"":""UN"",""v"":16882},{""s"":""POTOSI MOP"",""v"":15387},{""s"":""AS"",""v"":10028}]",
51301,Arampampa,5,2,3,"[{""s"":""MAS-IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":18216}]",
51302,Acasio,5,3,2,"[{""s"":""MOP"",""v"":1},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":25162},{""s"":""POTOSI MOP"",""v"":6095}]",
51401,Llica,5,2,3,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""MOP"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":16675},{""s"":""POTOSI MOP"",""v"":6831},{""s"":""UN"",""v"":3818}]",
51402,Tahua,5,4,1,"[{""s"":""FUC"",""v"":1},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":5520},{""s"":""FUC"",""v"":2599}]",
51501,Villazón,7,4,3,"[{""s"":""MOP"",""v"":2},{""s"":""AS"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":92552},{""s"":""POTOSI MOP"",""v"":76038},{""s"":""AS"",""v"":65573},{""s"":""UN"",""v"":27416}]",
51601,San Agustín,5,3,2,"[{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":11822}]",
60101,Tarija,11,7,4,"[{""s"":""UNIR"",""v"":7},{""s"":""UD-A"",""v"":1},{""s"":""MAS - IPSP"",""v"":3}]","[{""s"":""UNIR"",""v"":1263827},{""s"":""MAS-IPSP"",""v"":540500},{""s"":""UD-A"",""v"":348680},{""s"":""TPT"",""v"":101890},{""s"":""ISA"",""v"":54602},{""s"":""FPV"",""v"":31119}]",
60201,Padcaya,7,3,4,"[{""s"":""MAS - IPSP"",""v"":2},{""s"":""MT"",""v"":5}]","[{""s"":""MT"",""v"":127144},{""s"":""MAS-IPSP"",""v"":49519}]",
60202,Bermejo,7,4,3,"[{""s"":""MAS - IPSP"",""v"":4},{""s"":""UD-A"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":191544},{""s"":""UD-A"",""v"":127397},{""s"":""ISA"",""v"":37973}]",
60301,Yacuiba,11,5,6,"[{""s"":""UD-A"",""v"":6},{""s"":""MAS - IPSP"",""v"":4},{""s"":""TPT"",""v"":1}]","[{""s"":""UD-A"",""v"":365217},{""s"":""MAS-IPSP"",""v"":282003},{""s"":""TPT"",""v"":66056},{""s"":""PAIS"",""v"":33534},{""s"":""FPV"",""v"":20470},{""s"":""ISA"",""v"":15916},{""s"":""DEMOCRATAS"",""v"":15157}]",
60302,Caraparí,7,2,5,"[{""s"":""MAS - IPSP"",""v"":3},{""s"":""PRP"",""v"":3},{""s"":""I"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":62813},{""s"":""PRP"",""v"":61111},{""s"":""I"",""v"":30084}]",
60303,Villamontes,6,3,3,"[{""s"":""UVM"",""v"":1},{""s"":""ISA"",""v"":2},{""s"":""MAS - IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":129076},{""s"":""ISA"",""v"":86687},{""s"":""UVM"",""v"":42665},{""s"":""RHP"",""v"":29394},{""s"":""UNIR"",""v"":22402},{""s"":""UD-A"",""v"":19987},{""s"":""FPV"",""v"":10764},{""s"":""DEMOCRATAS"",""v"":7452},{""s"":""TPT"",""v"":4784},{""s"":""UCS"",""v"":3703}]",
60401,Uriondo (Concepción),5,2,3,"[{""s"":""MAS - IPSP"",""v"":3},{""s"":""UNIR"",""v"":1},{""s"":""FAU"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":72312},{""s"":""FAU"",""v"":39192},{""s"":""UNIR"",""v"":22839}]",
60402,Yunchará,5,3,2,"[{""s"":""MAS - IPSP"",""v"":5}]","[{""s"":""MAS-IPSP"",""v"":25116}]",
60501,San Lorenzo,7,3,4,"[{""s"":""MAS - IPSP"",""v"":2},{""s"":""UNIR"",""v"":5}]","[{""s"":""UNIR"",""v"":125419},{""s"":""MAS-IPSP"",""v"":54970},{""s"":""TPT"",""v"":14214},{""s"":""FPV"",""v"":8832}]",
60502,El Puente,5,1,4,"[{""s"":""UNIR"",""v"":1},{""s"":""FURIA"",""v"":1},{""s"":""MAS - IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":52601},{""s"":""UNIR"",""v"":16468},{""s"":""FURIA"",""v"":16054}]",
60601,Entre Ríos,6,4,2,"[{""s"":""MAS - IPSP"",""v"":4},{""s"":""TPT"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":93288},{""s"":""TPT"",""v"":48967},{""s"":""ISA"",""v"":8326}]",
70101,Santa Cruz de la Sierra,11,6,5,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""UCS"",""v"":3},{""s"":""SPT"",""v"":5}]","[{""s"":""SPT"",""v"":5978206},{""s"":""MAS-IPSP"",""v"":3614519},{""s"":""UCS"",""v"":3180624},{""s"":""UN"",""v"":665413},{""s"":""SOL"",""v"":575069},{""s"":""MNR"",""v"":420279},{""s"":""FPV"",""v"":70978}]",
70102,Cotoca,7,3,4,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""DEMOCRATAS"",""v"":4}]","[{""s"":""DEMOCRATAS"",""v"":224158},{""s"":""MAS-IPSP"",""v"":198605},{""s"":""NPC"",""v"":33879},{""s"":""MNR"",""v"":20516}]",
70103,Porongo (Ayacucho),7,3,4,"[{""s"":""SOL"",""v"":1},{""s"":""UN"",""v"":1},{""s"":""MAS-IPSP"",""v"":2},{""s"":""DEMOCRATAS"",""v"":3}]","[{""s"":""DEMOCRATAS"",""v"":45218},{""s"":""MAS-IPSP"",""v"":27600},{""s"":""SOL"",""v"":27002},{""s"":""UN"",""v"":13846},{""s"":""ASIP"",""v"":13777},{""s"":""FE"",""v"":1656},{""s"":""NPC"",""v"":1449},{""s"":""MNR"",""v"":552}]",
70104,La Guardia,11,5,6,"[{""s"":""ASIP"",""v"":2},{""s"":""VOCES"",""v"":6},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""VOCES"",""v"":434240},{""s"":""MAS-IPSP"",""v"":207276},{""s"":""ASIP"",""v"":125833},{""s"":""MNR"",""v"":9154},{""s"":""FE"",""v"":7429}]",
70105,El Torno,7,4,3,"[{""s"":""DEMOCRATAS"",""v"":3},{""s"":""MAS-IPSP"",""v"":4}]","[{""s"":""MAS-IPSP"",""v"":225446},{""s"":""DEMOCRATAS"",""v"":204493},{""s"":""NPC"",""v"":31464},{""s"":""FE"",""v"":9384}]",
70201,Warnes,11,6,5,"[{""s"":""PP"",""v"":4},{""s"":""DEMOCRATAS"",""v"":2},{""s"":""MAS-IPSP"",""v"":4},{""s"":""FE"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":279243},{""s"":""PP"",""v"":260912},{""s"":""DEMOCRATAS"",""v"":167509},{""s"":""FE"",""v"":123165},{""s"":""ASIP"",""v"":22977},{""s"":""MNR"",""v"":20562},{""s"":""PRO-WAR"",""v"":20562}]",
70202,Okinawa,5,2,3,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""SOL"",""v"":1},{""s"":""DEMOCRATAS"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":41492},{""s"":""DEMOCRATAS"",""v"":27945},{""s"":""SOL"",""v"":26473},{""s"":""MNR"",""v"":483}]",
70301,San Ignacio,9,4,5,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""MNR"",""v"":3},{""s"":""DEMOCRATAS"",""v"":4}]","[{""s"":""DEMOCRATAS"",""v"":126431},{""s"":""MNR"",""v"":92253},{""s"":""MAS-IPSP"",""v"":90045},{""s"":""FE"",""v"":20309},{""s"":""NPC"",""v"":15410}]",
70302,San Miguel,5,3,2,"[{""s"":""DEMOCRATAS"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":46506},{""s"":""DEMOCRATAS"",""v"":44896}]",
70303,San Rafael,5,2,3,"[{""s"":""MNR"",""v"":2},{""s"":""MAS-IPSP"",""v"":2},{""s"":""DEMOCRATAS"",""v"":1}]","[{""s"":""MNR"",""v"":17388},{""s"":""MAS-IPSP"",""v"":13938},{""s"":""DEMOCRATAS"",""v"":11776}]",
70401,Buena Vista,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""FE"",""v"":1},{""s"":""DEMOCRATAS"",""v"":3}]","[{""s"":""DEMOCRATAS"",""v"":64837},{""s"":""MAS-IPSP"",""v"":26542},{""s"":""FE"",""v"":18814},{""s"":""MNR"",""v"":13064}]",
70402,San Carlos,7,3,4,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""DEMOCRATAS"",""v"":4}]","[{""s"":""DEMOCRATAS"",""v"":78154},{""s"":""MAS-IPSP"",""v"":51819},{""s"":""FE"",""v"":14743},{""s"":""SOL"",""v"":9913},{""s"":""MNR"",""v"":4968}]",
70403,Yapacaní,9,5,4,"[{""s"":""DEMOCRATAS"",""v"":1},{""s"":""NPC"",""v"":2},{""s"":""MAS-IPSP"",""v"":6}]","[{""s"":""MAS-IPSP"",""v"":212267},{""s"":""NPC"",""v"":91563},{""s"":""DEMOCRATAS"",""v"":48507},{""s"":""SOL"",""v"":26013},{""s"":""APB"",""v"":8970},{""s"":""MNR"",""v"":1403}]",
70404,San Juan,5,2,3,"[{""s"":""DEMOCRATAS"",""v"":1},{""s"":""MAS-IPSP"",""v"":2},{""s"":""SAN JUAN XXI"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":31372},{""s"":""SAN JUAN XXI"",""v"":21252},{""s"":""DEMOCRATAS"",""v"":19182},{""s"":""MNR"",""v"":230}]",
70501,San José,7,3,4,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""DEMOCRATAS"",""v"":4}]","[{""s"":""DEMOCRATAS"",""v"":77809},{""s"":""MAS-IPSP"",""v"":56327},{""s"":""JICHI"",""v"":18515},{""s"":""MNR"",""v"":14904}]",
70502,Pailón,7,3,4,"[{""s"":""MNR"",""v"":2},{""s"":""IPC"",""v"":1},{""s"":""ASIP"",""v"":1},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":76521},{""s"":""MNR"",""v"":48691},{""s"":""ASIP"",""v"":32246},{""s"":""IPC"",""v"":27025},{""s"":""DEMOCRATAS"",""v"":9660},{""s"":""DMP"",""v"":8832}]",
70503,Roboré,7,3,4,"[{""s"":""MNR"",""v"":1},{""s"":""DEMOCRATAS"",""v"":3},{""s"":""TPR"",""v"":3}]","[{""s"":""DEMOCRATAS"",""v"":60674},{""s"":""TPR"",""v"":50531},{""s"":""MNR"",""v"":16468},{""s"":""MAS-IPSP"",""v"":12351},{""s"":""FE"",""v"":529}]",
70601,Portachuelo,7,4,3,"[{""s"":""DEMOCRATAS"",""v"":4},{""s"":""SOL"",""v"":2},{""s"":""MAS-IPSP"",""v"":1}]","[{""s"":""DEMOCRATAS"",""v"":88803},{""s"":""SOL"",""v"":59984},{""s"":""MAS-IPSP"",""v"":23713},{""s"":""FE"",""v"":14697}]",
70602,Santa Rosa del Sara,7,3,4,"[{""s"":""SOL"",""v"":1},{""s"":""CTC"",""v"":1},{""s"":""MAS-IPSP"",""v"":4},{""s"":""FE"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":52256},{""s"":""FE"",""v"":24564},{""s"":""SOL"",""v"":24472},{""s"":""CTC"",""v"":19159},{""s"":""DEMOCRATAS"",""v"":9660}]",
70603,Colpa Bélgica,5,1,4,"[{""s"":""NPC"",""v"":2},{""s"":""DEMOCRATAS"",""v"":1},{""s"":""SOL"",""v"":1},{""s"":""MAS-IPSP"",""v"":1}]","[{""s"":""NPC"",""v"":15249},{""s"":""SOL"",""v"":8970},{""s"":""MAS-IPSP"",""v"":8671},{""s"":""DEMOCRATAS"",""v"":7360},{""s"":""UCS"",""v"":5083},{""s"":""ASIP"",""v"":4393},{""s"":""FE"",""v"":3404},{""s"":""UN"",""v"":3289}]",
70701,Lagunillas,5,4,1,"[{""s"":""ASIP"",""v"":1},{""s"":""MAS-IPSP"",""v"":1},{""s"":""DEMOCRATAS"",""v"":1},{""s"":""NPC"",""v"":2}]","[{""s"":""NPC"",""v"":13018},{""s"":""MAS-IPSP"",""v"":10442},{""s"":""DEMOCRATAS"",""v"":9959},{""s"":""ASIP"",""v"":9637},{""s"":""UCS"",""v"":1748}]",
70702,Charagua,7,3,4,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""DEMOCRATAS"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":69805},{""s"":""DEMOCRATAS"",""v"":62100},{""s"":""MNR"",""v"":11960},{""s"":""UCS"",""v"":7659}]",
70703,Cabezas,7,4,3,"[{""s"":""DEMOCRATAS"",""v"":3},{""s"":""MAS-IPSP"",""v"":2},{""s"":""ASIP"",""v"":2}]","[{""s"":""DEMOCRATAS"",""v"":50094},{""s"":""MAS-IPSP"",""v"":50071},{""s"":""ASIP"",""v"":33810}]",
70704,Cuevo,4,2,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""DEMOCRATAS"",""v"":3}]","[{""s"":""DEMOCRATAS"",""v"":19826},{""s"":""MAS-IPSP"",""v"":11707},{""s"":""MNR"",""v"":5221}]",
70705,Gutiérrez,5,3,2,"[{""s"":""DEMOCRATAS"",""v"":4},{""s"":""MAS-IPSP"",""v"":1}]","[{""s"":""DEMOCRATAS"",""v"":51336},{""s"":""MAS-IPSP"",""v"":20516},{""s"":""UN"",""v"":2208}]",
70706,Camiri,7,5,2,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""DEMOCRATAS"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":156147},{""s"":""DEMOCRATAS"",""v"":124614},{""s"":""NPC"",""v"":26427},{""s"":""MNR"",""v"":12328},{""s"":""UCS"",""v"":8533},{""s"":""FE"",""v"":6785},{""s"":""FPV"",""v"":6164}]",
70707,Boyuibe,5,2,3,"[{""s"":""MNR"",""v"":2},{""s"":""DEMOCRATAS"",""v"":1},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":12995},{""s"":""MNR"",""v"":12581},{""s"":""DEMOCRATAS"",""v"":10787}]",
70801,Vallegrande,7,3,4,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""DEMOCRATAS"",""v"":5}]","[{""s"":""DEMOCRATAS"",""v"":119554},{""s"":""MAS-IPSP"",""v"":60904},{""s"":""ASIP"",""v"":9200},{""s"":""MNR"",""v"":529}]",
70802,El Trigal,5,2,3,"[{""s"":""DEMOCRATAS"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""DEMOCRATAS"",""v"":10511},{""s"":""MAS-IPSP"",""v"":9614},{""s"":""ASIP"",""v"":1449},{""s"":""UCS"",""v"":1242}]",
70803,Moro Moro,5,3,2,"[{""s"":""DEMOCRATAS"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""DEMOCRATAS"",""v"":15962},{""s"":""MAS-IPSP"",""v"":10856}]",
70804,Postrervalle,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""DEMOCRATAS"",""v"":4}]","[{""s"":""DEMOCRATAS"",""v"":13823},{""s"":""MAS-IPSP"",""v"":3818}]",
70805,Pucará,5,2,3,"[{""s"":""DEMOCRATAS"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""DEMOCRATAS"",""v"":11868},{""s"":""MAS-IPSP"",""v"":9476}]",
70901,Samaipata,5,1,4,"[{""s"":""SOL"",""v"":1},{""s"":""MAS-IPSP"",""v"":2},{""s"":""FE"",""v"":1},{""s"":""DEMOCRATAS"",""v"":1}]","[{""s"":""MAS-IPSP"",""v"":28244},{""s"":""DEMOCRATAS"",""v"":23529},{""s"":""SOL"",""v"":15640},{""s"":""FE"",""v"":14214},{""s"":""ASIP"",""v"":8901},{""s"":""SS"",""v"":6808},{""s"":""UCS"",""v"":736},{""s"":""MNR"",""v"":207}]",
70902,Pampa Grande,5,2,3,"[{""s"":""DEMOCRATAS"",""v"":2},{""s"":""ASIP"",""v"":1},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":35558},{""s"":""DEMOCRATAS"",""v"":25392},{""s"":""ASIP"",""v"":15778},{""s"":""MNR"",""v"":184}]",
70903,Mairana,5,2,3,"[{""s"":""DEMOCRATAS"",""v"":2},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":52072},{""s"":""DEMOCRATAS"",""v"":30061},{""s"":""ASIP"",""v"":10833},{""s"":""SOL"",""v"":4370},{""s"":""NPC"",""v"":3542}]",
70904,Quirusillas,5,3,2,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""DEMOCRATAS"",""v"":4}]","[{""s"":""DEMOCRATAS"",""v"":13593},{""s"":""MAS-IPSP"",""v"":6670}]",
71001,Montero,11,6,5,"[{""s"":""DEMOCRATAS"",""v"":4},{""s"":""MAS-IPSP"",""v"":7}]","[{""s"":""MAS-IPSP"",""v"":579324},{""s"":""DEMOCRATAS"",""v"":401925},{""s"":""MNR"",""v"":67160},{""s"":""SOL"",""v"":47380},{""s"":""FE"",""v"":31303},{""s"":""FPV"",""v"":21252},{""s"":""ASIP"",""v"":3105}]",
71002,Gral. Saavedra,5,3,2,"[{""s"":""DEMOCRATAS"",""v"":3},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""DEMOCRATAS"",""v"":68034},{""s"":""MAS-IPSP"",""v"":51129},{""s"":""MNR"",""v"":7498}]",
71003,Mineros,7,3,4,"[{""s"":""SOL"",""v"":1},{""s"":""MNR"",""v"":1},{""s"":""DEMOCRATAS"",""v"":1},{""s"":""UCS"",""v"":1},{""s"":""MAS-IPSP"",""v"":3}]","[{""s"":""MAS-IPSP"",""v"":58351},{""s"":""SOL"",""v"":36547},{""s"":""DEMOCRATAS"",""v"":35811},{""s"":""UCS"",""v"":29394},{""s"":""MNR"",""v"":23713},{""s"":""ASIP"",""v"":12811},{""s"":""MIC"",""v"":12742},{""s"":""FE"",""v"":9384}]",
71004,Puerto Fernández Alonso,7,3,4,"[{""s"":""ASIP"",""v"":4},{""s"":""MAS-IPSP"",""v"":2},{""s"":""DEMOCRATAS"",""v"":1}]","[{""s"":""ASIP"",""v"":55775},{""s"":""MAS-IPSP"",""v"":33856},{""s"":""DEMOCRATAS"",""v"":21988},{""s"":""MNR"",""v"":92}]",
71005,San Pedro,7,4,3,"[{""s"":""MAS-IPSP"",""v"":4},{""s"":""DEMOCRATAS"",""v"":1},{""s"":""FE"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":47656},{""s"":""FE"",""v"":33925},{""s"":""DEMOCRATAS"",""v"":17342},{""s"":""ASIP"",""v"":9867}]",
71101,Concepción,7,3,4,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""ASIP"",""v"":1},{""s"":""DEMOCRATAS"",""v"":3}]","[{""s"":""DEMOCRATAS"",""v"":65573},{""s"":""MAS-IPSP"",""v"":60605},{""s"":""ASIP"",""v"":25231},{""s"":""MNR"",""v"":13179},{""s"":""NPC"",""v"":5727},{""s"":""FE"",""v"":5359},{""s"":""UCS"",""v"":529}]",
71102,San Javier,5,3,2,"[{""s"":""MNR"",""v"":2},{""s"":""DEMOCRATAS"",""v"":1},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""MNR"",""v"":42090},{""s"":""MAS-IPSP"",""v"":38870},{""s"":""DEMOCRATAS"",""v"":14421}]",
71103,San Ramón,6,3,3,"[{""s"":""DEMOCRATAS"",""v"":1},{""s"":""MAS-IPSP"",""v"":3},{""s"":""OICH"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":31372},{""s"":""OICH"",""v"":21919},{""s"":""DEMOCRATAS"",""v"":10672}]",
71104,San Julián,6,3,3,"[{""s"":""SOL"",""v"":1},{""s"":""MAS-IPSP"",""v"":3},{""s"":""DEMOCRATAS"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":179147},{""s"":""DEMOCRATAS"",""v"":80109},{""s"":""SOL"",""v"":70127},{""s"":""ASIP"",""v"":10235},{""s"":""APB"",""v"":3795}]",
71105,San Antonio de Lomerío,5,3,2,"[{""s"":""DEMOCRATAS"",""v"":1},{""s"":""ASIP"",""v"":2},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":21091},{""s"":""ASIP"",""v"":20631},{""s"":""DEMOCRATAS"",""v"":10235}]",
71106,Cuatro Cañadas,7,4,3,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""ASIP"",""v"":4}]","[{""s"":""ASIP"",""v"":73255},{""s"":""MAS-IPSP"",""v"":65297},{""s"":""DEMOCRATAS"",""v"":9959}]",
71201,San Matías,5,1,4,"[{""s"":""MAS-IPSP"",""v"":1},{""s"":""OICH"",""v"":1},{""s"":""MATICO"",""v"":1},{""s"":""DEMOCRATAS"",""v"":2}]","[{""s"":""DEMOCRATAS"",""v"":32959},{""s"":""MATICO"",""v"":29808},{""s"":""MAS-IPSP"",""v"":22931},{""s"":""OICH"",""v"":17618}]",
71301,Comarapa,7,3,4,"[{""s"":""MAS-IPSP"",""v"":5},{""s"":""DEMOCRATAS"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":75624},{""s"":""DEMOCRATAS"",""v"":32959},{""s"":""ASIP"",""v"":14122},{""s"":""NPC"",""v"":12719}]",
71302,Saipina,5,3,2,"[{""s"":""MAS-IPSP"",""v"":3},{""s"":""DEMOCRATAS"",""v"":2}]","[{""s"":""MAS-IPSP"",""v"":30130},{""s"":""DEMOCRATAS"",""v"":23230}]",
71401,Puerto Suárez,7,3,4,"[{""s"":""MNR"",""v"":3},{""s"":""DEMOCRATAS"",""v"":1},{""s"":""ASIP"",""v"":1},{""s"":""MAS-IPSP"",""v"":2}]","[{""s"":""MNR"",""v"":53866},{""s"":""MAS-IPSP"",""v"":37674},{""s"":""DEMOCRATAS"",""v"":31878},{""s"":""ASIP"",""v"":16422},{""s"":""OICH"",""v"":7958}]",
71402,Puerto Quijarro,6,3,3,"[{""s"":""MAS-IPSP"",""v"":2},{""s"":""DEMOCRATAS"",""v"":4}]","[{""s"":""DEMOCRATAS"",""v"":72381},{""s"":""MAS-IPSP"",""v"":48300},{""s"":""OICH"",""v"":15525},{""s"":""MNR"",""v"":12190},{""s"":""ASIP"",""v"":3519},{""s"":""UCS"",""v"":2898}]",
