cod-ine,nombre,rural,urbana,tipo_desague,tenencia,acceso_agua
50104,Belén de Urmiri,1615,0,"[{""t"":""A una cámara séptica"", ""u"":0, ""r"":17},{""t"":""A un pozo ciego"", ""u"":0, ""r"":96},{""t"":""A la quebrada, río"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":0, ""r"":988}]","[{""t"":""Propia"", ""u"":0, ""r"":1065},{""t"":""Alquilada"", ""u"":0, ""r"":4},{""t"":""Cedida por servicios"", ""u"":0, ""r"":13},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":15},{""t"":""Otra"", ""u"":0, ""r"":5}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":236},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":2},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":12},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":330},{""t"":""Pileta pública"", ""u"":0, ""r"":286},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":6},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":230}]"
50201,Uncía,3945,3257,"[{""t"":""Al alcantarillado"", ""u"":1491, ""r"":213},{""t"":""A una cámara séptica"", ""u"":8, ""r"":151},{""t"":""A un pozo ciego"", ""u"":15, ""r"":589},{""t"":""A la calle"", ""u"":2, ""r"":0},{""t"":""A la quebrada, río"", ""u"":6, ""r"":7},{""t"":""No tiene"", ""u"":1303, ""r"":2835}]","[{""t"":""Propia"", ""u"":2147, ""r"":3645},{""t"":""Alquilada"", ""u"":373, ""r"":79},{""t"":""En contrato anticrético"", ""u"":60, ""r"":0},{""t"":""En contrato anticrético y alquiler"", ""u"":7, ""r"":0},{""t"":""Cedida por servicios"", ""u"":32, ""r"":20},{""t"":""Prestada por parientes o amigos"", ""u"":180, ""r"":39},{""t"":""Otra"", ""u"":26, ""r"":12}]","[{""t"":""Cañería de red"", ""u"":1927, ""r"":1354},{""t"":""Carro repartidor (aguatero)"", ""u"":34, ""r"":36},{""t"":""Lago, laguna, curichi"", ""u"":9, ""r"":34},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":75, ""r"":271},{""t"":""Pileta pública"", ""u"":670, ""r"":1709},{""t"":""Pozo o noria con bomba"", ""u"":26, ""r"":23},{""t"":""Pozo o noria sin bomba"", ""u"":84, ""r"":368}]"
50202,Chayanta,4242,928,"[{""t"":""Al alcantarillado"", ""u"":490, ""r"":117},{""t"":""A una cámara séptica"", ""u"":1, ""r"":54},{""t"":""A un pozo ciego"", ""u"":3, ""r"":266},{""t"":""A la calle"", ""u"":0, ""r"":1},{""t"":""A la quebrada, río"", ""u"":0, ""r"":29},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":4},{""t"":""No tiene"", ""u"":316, ""r"":3386}]","[{""t"":""Propia"", ""u"":608, ""r"":3572},{""t"":""Alquilada"", ""u"":101, ""r"":143},{""t"":""En contrato anticrético"", ""u"":10, ""r"":6},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":7, ""r"":36},{""t"":""Prestada por parientes o amigos"", ""u"":53, ""r"":87},{""t"":""Otra"", ""u"":31, ""r"":12}]","[{""t"":""Cañería de red"", ""u"":699, ""r"":1818},{""t"":""Carro repartidor (aguatero)"", ""u"":1, ""r"":17},{""t"":""Lago, laguna, curichi"", ""u"":6, ""r"":25},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":24, ""r"":187},{""t"":""Pileta pública"", ""u"":79, ""r"":1685},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":14},{""t"":""Pozo o noria sin bomba"", ""u"":1, ""r"":111}]"
50203,Llallagua,2284,12088,"[{""t"":""Al alcantarillado"", ""u"":6357, ""r"":3},{""t"":""A una cámara séptica"", ""u"":92, ""r"":72},{""t"":""A un pozo ciego"", ""u"":39, ""r"":328},{""t"":""A la calle"", ""u"":26, ""r"":3},{""t"":""A la quebrada, río"", ""u"":44, ""r"":8},{""t"":""No tiene"", ""u"":3815, ""r"":1622}]","[{""t"":""Propia"", ""u"":6691, ""r"":1903},{""t"":""Alquilada"", ""u"":2150, ""r"":108},{""t"":""En contrato anticrético"", ""u"":383, ""r"":0},{""t"":""En contrato anticrético y alquiler"", ""u"":42, ""r"":0},{""t"":""Cedida por servicios"", ""u"":110, ""r"":1},{""t"":""Prestada por parientes o amigos"", ""u"":834, ""r"":15},{""t"":""Otra"", ""u"":163, ""r"":9}]","[{""t"":""Cañería de red"", ""u"":7971, ""r"":760},{""t"":""Carro repartidor (aguatero)"", ""u"":109, ""r"":46},{""t"":""Lago, laguna, curichi"", ""u"":30, ""r"":30},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":143, ""r"":149},{""t"":""Pileta pública"", ""u"":1897, ""r"":832},{""t"":""Pozo o noria con bomba"", ""u"":20, ""r"":17},{""t"":""Pozo o noria sin bomba"", ""u"":203, ""r"":202}]"
50204,Chuquihuta Ayllu Jucumani,2477,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":90},{""t"":""A una cámara séptica"", ""u"":0, ""r"":22},{""t"":""A un pozo ciego"", ""u"":0, ""r"":19},{""t"":""A la calle"", ""u"":0, ""r"":2},{""t"":""A la quebrada, río"", ""u"":0, ""r"":11},{""t"":""No tiene"", ""u"":0, ""r"":2125}]","[{""t"":""Propia"", ""u"":0, ""r"":2084},{""t"":""Alquilada"", ""u"":0, ""r"":113},{""t"":""En contrato anticrético"", ""u"":0, ""r"":3},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":2},{""t"":""Cedida por servicios"", ""u"":0, ""r"":19},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":46},{""t"":""Otra"", ""u"":0, ""r"":2}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":394},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":6},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":266},{""t"":""Pileta pública"", ""u"":0, ""r"":1197},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":9},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":397}]"
50301,Betanzos,9759,1828,"[{""t"":""Al alcantarillado"", ""u"":1045, ""r"":301},{""t"":""A una cámara séptica"", ""u"":3, ""r"":135},{""t"":""A un pozo ciego"", ""u"":19, ""r"":1147},{""t"":""A la calle"", ""u"":11, ""r"":6},{""t"":""A la quebrada, río"", ""u"":6, ""r"":12},{""t"":""No tiene"", ""u"":354, ""r"":6682}]","[{""t"":""Propia"", ""u"":1095, ""r"":7784},{""t"":""Alquilada"", ""u"":229, ""r"":257},{""t"":""En contrato anticrético"", ""u"":10, ""r"":3},{""t"":""En contrato anticrético y alquiler"", ""u"":2, ""r"":10},{""t"":""Cedida por servicios"", ""u"":8, ""r"":56},{""t"":""Prestada por parientes o amigos"", ""u"":69, ""r"":148},{""t"":""Otra"", ""u"":25, ""r"":25}]","[{""t"":""Cañería de red"", ""u"":1149, ""r"":2950},{""t"":""Carro repartidor (aguatero)"", ""u"":6, ""r"":49},{""t"":""Lago, laguna, curichi"", ""u"":1, ""r"":146},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":13, ""r"":2747},{""t"":""Pileta pública"", ""u"":185, ""r"":791},{""t"":""Pozo o noria con bomba"", ""u"":38, ""r"":210},{""t"":""Pozo o noria sin bomba"", ""u"":46, ""r"":1390}]"
50302,Chaquí,3689,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":228},{""t"":""A una cámara séptica"", ""u"":0, ""r"":70},{""t"":""A un pozo ciego"", ""u"":0, ""r"":528},{""t"":""A la calle"", ""u"":0, ""r"":2},{""t"":""A la quebrada, río"", ""u"":0, ""r"":11},{""t"":""No tiene"", ""u"":0, ""r"":2383}]","[{""t"":""Propia"", ""u"":0, ""r"":2986},{""t"":""Alquilada"", ""u"":0, ""r"":99},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":13},{""t"":""Cedida por servicios"", ""u"":0, ""r"":26},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":87},{""t"":""Otra"", ""u"":0, ""r"":11}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1419},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":42},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":59},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":570},{""t"":""Pileta pública"", ""u"":0, ""r"":397},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":125},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":610}]"
50303,Tacobamba,4429,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":13},{""t"":""A una cámara séptica"", ""u"":0, ""r"":15},{""t"":""A un pozo ciego"", ""u"":0, ""r"":44},{""t"":""A la quebrada, río"", ""u"":0, ""r"":20},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":4},{""t"":""No tiene"", ""u"":0, ""r"":3801}]","[{""t"":""Propia"", ""u"":0, ""r"":3639},{""t"":""Alquilada"", ""u"":0, ""r"":88},{""t"":""En contrato anticrético"", ""u"":0, ""r"":1},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":79},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":37},{""t"":""Otra"", ""u"":0, ""r"":52}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":807},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":30},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":89},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":1233},{""t"":""Pileta pública"", ""u"":0, ""r"":752},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":52},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":934}]"
50401,Colquechaca,10738,1164,"[{""t"":""Al alcantarillado"", ""u"":518, ""r"":239},{""t"":""A una cámara séptica"", ""u"":2, ""r"":75},{""t"":""A un pozo ciego"", ""u"":8, ""r"":1255},{""t"":""A la calle"", ""u"":0, ""r"":5},{""t"":""A la quebrada, río"", ""u"":1, ""r"":48},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":556, ""r"":7942}]","[{""t"":""Propia"", ""u"":622, ""r"":8871},{""t"":""Alquilada"", ""u"":311, ""r"":443},{""t"":""En contrato anticrético"", ""u"":54, ""r"":4},{""t"":""En contrato anticrético y alquiler"", ""u"":6, ""r"":0},{""t"":""Cedida por servicios"", ""u"":10, ""r"":97},{""t"":""Prestada por parientes o amigos"", ""u"":62, ""r"":122},{""t"":""Otra"", ""u"":20, ""r"":28}]","[{""t"":""Cañería de red"", ""u"":817, ""r"":1509},{""t"":""Carro repartidor (aguatero)"", ""u"":20, ""r"":222},{""t"":""Lago, laguna, curichi"", ""u"":4, ""r"":208},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":25, ""r"":1474},{""t"":""Pileta pública"", ""u"":154, ""r"":4171},{""t"":""Pozo o noria con bomba"", ""u"":7, ""r"":197},{""t"":""Pozo o noria sin bomba"", ""u"":58, ""r"":1784}]"
50402,Ravelo,8055,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":388},{""t"":""A una cámara séptica"", ""u"":0, ""r"":166},{""t"":""A un pozo ciego"", ""u"":0, ""r"":1233},{""t"":""A la calle"", ""u"":0, ""r"":5},{""t"":""A la quebrada, río"", ""u"":0, ""r"":27},{""t"":""No tiene"", ""u"":0, ""r"":4745}]","[{""t"":""Propia"", ""u"":0, ""r"":6002},{""t"":""Alquilada"", ""u"":0, ""r"":334},{""t"":""En contrato anticrético"", ""u"":0, ""r"":3},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":95},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":99},{""t"":""Otra"", ""u"":0, ""r"":30}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":3407},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":33},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":126},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":1143},{""t"":""Pileta pública"", ""u"":0, ""r"":1191},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":37},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":627}]"
50403,Pocoata,9460,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":203},{""t"":""A una cámara séptica"", ""u"":0, ""r"":99},{""t"":""A un pozo ciego"", ""u"":0, ""r"":548},{""t"":""A la calle"", ""u"":0, ""r"":10},{""t"":""A la quebrada, río"", ""u"":0, ""r"":37},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":0, ""r"":7538}]","[{""t"":""Propia"", ""u"":0, ""r"":7866},{""t"":""Alquilada"", ""u"":0, ""r"":339},{""t"":""En contrato anticrético"", ""u"":0, ""r"":10},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":64},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":123},{""t"":""Otra"", ""u"":0, ""r"":33}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1640},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":121},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":180},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":1434},{""t"":""Pileta pública"", ""u"":0, ""r"":3681},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":132},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":1248}]"
50404,Ocurí,5854,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":295},{""t"":""A una cámara séptica"", ""u"":0, ""r"":104},{""t"":""A un pozo ciego"", ""u"":0, ""r"":408},{""t"":""A la calle"", ""u"":0, ""r"":1},{""t"":""A la quebrada, río"", ""u"":0, ""r"":12},{""t"":""No tiene"", ""u"":0, ""r"":4273}]","[{""t"":""Propia"", ""u"":0, ""r"":4653},{""t"":""Alquilada"", ""u"":0, ""r"":283},{""t"":""En contrato anticrético"", ""u"":0, ""r"":11},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":65},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":65},{""t"":""Otra"", ""u"":0, ""r"":15}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1824},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":16},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":93},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":1106},{""t"":""Pileta pública"", ""u"":0, ""r"":1358},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":55},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":641}]"
50501,San Pedro de Buena Vista,9395,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":285},{""t"":""A una cámara séptica"", ""u"":0, ""r"":55},{""t"":""A un pozo ciego"", ""u"":0, ""r"":277},{""t"":""A la calle"", ""u"":0, ""r"":3},{""t"":""A la quebrada, río"", ""u"":0, ""r"":13},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":2},{""t"":""No tiene"", ""u"":0, ""r"":7642}]","[{""t"":""Propia"", ""u"":0, ""r"":7669},{""t"":""Alquilada"", ""u"":0, ""r"":371},{""t"":""En contrato anticrético"", ""u"":0, ""r"":8},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":10},{""t"":""Cedida por servicios"", ""u"":0, ""r"":106},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":101},{""t"":""Otra"", ""u"":0, ""r"":12}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":2015},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":164},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":312},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":2177},{""t"":""Pileta pública"", ""u"":0, ""r"":2818},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":83},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":708}]"
50502,Toro Toro,4259,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":229},{""t"":""A una cámara séptica"", ""u"":0, ""r"":229},{""t"":""A un pozo ciego"", ""u"":0, ""r"":258},{""t"":""A la calle"", ""u"":0, ""r"":1},{""t"":""A la quebrada, río"", ""u"":0, ""r"":4},{""t"":""No tiene"", ""u"":0, ""r"":2790}]","[{""t"":""Propia"", ""u"":0, ""r"":3179},{""t"":""Alquilada"", ""u"":0, ""r"":132},{""t"":""En contrato anticrético"", ""u"":0, ""r"":3},{""t"":""Cedida por servicios"", ""u"":0, ""r"":89},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":96},{""t"":""Otra"", ""u"":0, ""r"":12}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1768},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":14},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":45},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":779},{""t"":""Pileta pública"", ""u"":0, ""r"":638},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":7},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":260}]"
50601,Cotagaita,8550,1973,"[{""t"":""Al alcantarillado"", ""u"":786, ""r"":47},{""t"":""A una cámara séptica"", ""u"":2, ""r"":129},{""t"":""A un pozo ciego"", ""u"":14, ""r"":1581},{""t"":""A la calle"", ""u"":0, ""r"":1},{""t"":""A la quebrada, río"", ""u"":1, ""r"":29},{""t"":""No tiene"", ""u"":962, ""r"":5919}]","[{""t"":""Propia"", ""u"":1117, ""r"":6494},{""t"":""Alquilada"", ""u"":207, ""r"":418},{""t"":""En contrato anticrético"", ""u"":21, ""r"":20},{""t"":""En contrato anticrético y alquiler"", ""u"":6, ""r"":7},{""t"":""Cedida por servicios"", ""u"":300, ""r"":435},{""t"":""Prestada por parientes o amigos"", ""u"":87, ""r"":251},{""t"":""Otra"", ""u"":27, ""r"":81}]","[{""t"":""Cañería de red"", ""u"":1107, ""r"":3028},{""t"":""Carro repartidor (aguatero)"", ""u"":10, ""r"":67},{""t"":""Lago, laguna, curichi"", ""u"":1, ""r"":158},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":13, ""r"":3007},{""t"":""Pileta pública"", ""u"":606, ""r"":1168},{""t"":""Pozo o noria con bomba"", ""u"":3, ""r"":38},{""t"":""Pozo o noria sin bomba"", ""u"":25, ""r"":240}]"
50602,Vitichi,4181,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":193},{""t"":""A una cámara séptica"", ""u"":0, ""r"":57},{""t"":""A un pozo ciego"", ""u"":0, ""r"":691},{""t"":""A la calle"", ""u"":0, ""r"":2},{""t"":""A la quebrada, río"", ""u"":0, ""r"":2},{""t"":""No tiene"", ""u"":0, ""r"":2179}]","[{""t"":""Propia"", ""u"":0, ""r"":2762},{""t"":""Alquilada"", ""u"":0, ""r"":220},{""t"":""En contrato anticrético"", ""u"":0, ""r"":5},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":42},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":80},{""t"":""Otra"", ""u"":0, ""r"":14}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1758},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":2},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":12},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":897},{""t"":""Pileta pública"", ""u"":0, ""r"":281},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":8},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":166}]"
50701,Sacaca,5124,1181,"[{""t"":""Al alcantarillado"", ""u"":564, ""r"":9},{""t"":""A una cámara séptica"", ""u"":3, ""r"":51},{""t"":""A un pozo ciego"", ""u"":8, ""r"":224},{""t"":""A la calle"", ""u"":1, ""r"":1},{""t"":""A la quebrada, río"", ""u"":0, ""r"":16},{""t"":""No tiene"", ""u"":338, ""r"":4403}]","[{""t"":""Propia"", ""u"":644, ""r"":4320},{""t"":""Alquilada"", ""u"":159, ""r"":262},{""t"":""En contrato anticrético"", ""u"":26, ""r"":2},{""t"":""En contrato anticrético y alquiler"", ""u"":3, ""r"":0},{""t"":""Cedida por servicios"", ""u"":6, ""r"":59},{""t"":""Prestada por parientes o amigos"", ""u"":56, ""r"":51},{""t"":""Otra"", ""u"":20, ""r"":10}]","[{""t"":""Cañería de red"", ""u"":701, ""r"":1608},{""t"":""Carro repartidor (aguatero)"", ""u"":6, ""r"":174},{""t"":""Lago, laguna, curichi"", ""u"":7, ""r"":95},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":67, ""r"":540},{""t"":""Pileta pública"", ""u"":130, ""r"":1796},{""t"":""Pozo o noria con bomba"", ""u"":1, ""r"":54},{""t"":""Pozo o noria sin bomba"", ""u"":2, ""r"":437}]"
50702,Caripuyo,3236,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":98},{""t"":""A una cámara séptica"", ""u"":0, ""r"":49},{""t"":""A un pozo ciego"", ""u"":0, ""r"":233},{""t"":""A la calle"", ""u"":0, ""r"":1},{""t"":""A la quebrada, río"", ""u"":0, ""r"":7},{""t"":""No tiene"", ""u"":0, ""r"":2353}]","[{""t"":""Propia"", ""u"":0, ""r"":2621},{""t"":""Alquilada"", ""u"":0, ""r"":55},{""t"":""En contrato anticrético"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":30},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":29},{""t"":""Otra"", ""u"":0, ""r"":5}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1170},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":4},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":10},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":175},{""t"":""Pileta pública"", ""u"":0, ""r"":1187},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":20},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":175}]"
50801,Tupiza,7124,8595,"[{""t"":""Al alcantarillado"", ""u"":6579, ""r"":43},{""t"":""A una cámara séptica"", ""u"":39, ""r"":338},{""t"":""A un pozo ciego"", ""u"":136, ""r"":1356},{""t"":""A la calle"", ""u"":7, ""r"":3},{""t"":""A la quebrada, río"", ""u"":0, ""r"":7},{""t"":""No tiene"", ""u"":773, ""r"":4038}]","[{""t"":""Propia"", ""u"":4167, ""r"":4849},{""t"":""Alquilada"", ""u"":2159, ""r"":179},{""t"":""En contrato anticrético"", ""u"":375, ""r"":12},{""t"":""En contrato anticrético y alquiler"", ""u"":36, ""r"":2},{""t"":""Cedida por servicios"", ""u"":114, ""r"":414},{""t"":""Prestada por parientes o amigos"", ""u"":518, ""r"":282},{""t"":""Otra"", ""u"":165, ""r"":47}]","[{""t"":""Cañería de red"", ""u"":6440, ""r"":3133},{""t"":""Carro repartidor (aguatero)"", ""u"":19, ""r"":37},{""t"":""Lago, laguna, curichi"", ""u"":44, ""r"":61},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":89, ""r"":1629},{""t"":""Pileta pública"", ""u"":911, ""r"":528},{""t"":""Pozo o noria con bomba"", ""u"":16, ""r"":100},{""t"":""Pozo o noria sin bomba"", ""u"":15, ""r"":297}]"
50802,Atocha,2479,1880,"[{""t"":""Al alcantarillado"", ""u"":382, ""r"":294},{""t"":""A una cámara séptica"", ""u"":4, ""r"":45},{""t"":""A un pozo ciego"", ""u"":1, ""r"":49},{""t"":""A la calle"", ""u"":0, ""r"":2},{""t"":""A la quebrada, río"", ""u"":4, ""r"":22},{""t"":""No tiene"", ""u"":1156, ""r"":1617}]","[{""t"":""Propia"", ""u"":494, ""r"":535},{""t"":""Alquilada"", ""u"":387, ""r"":198},{""t"":""En contrato anticrético"", ""u"":49, ""r"":5},{""t"":""En contrato anticrético y alquiler"", ""u"":35, ""r"":8},{""t"":""Cedida por servicios"", ""u"":451, ""r"":1075},{""t"":""Prestada por parientes o amigos"", ""u"":108, ""r"":161},{""t"":""Otra"", ""u"":23, ""r"":47}]","[{""t"":""Cañería de red"", ""u"":690, ""r"":709},{""t"":""Carro repartidor (aguatero)"", ""u"":36, ""r"":120},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":7},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":3, ""r"":211},{""t"":""Pileta pública"", ""u"":814, ""r"":820},{""t"":""Pozo o noria con bomba"", ""u"":3, ""r"":63},{""t"":""Pozo o noria sin bomba"", ""u"":1, ""r"":99}]"
50901,"Colcha ""K""",4260,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":577},{""t"":""A una cámara séptica"", ""u"":0, ""r"":45},{""t"":""A un pozo ciego"", ""u"":0, ""r"":354},{""t"":""A la quebrada, río"", ""u"":0, ""r"":2},{""t"":""No tiene"", ""u"":0, ""r"":2329}]","[{""t"":""Propia"", ""u"":0, ""r"":2435},{""t"":""Alquilada"", ""u"":0, ""r"":439},{""t"":""En contrato anticrético"", ""u"":0, ""r"":33},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":67},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":281},{""t"":""Otra"", ""u"":0, ""r"":51}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":2218},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":82},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":8},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":141},{""t"":""Pileta pública"", ""u"":0, ""r"":317},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":76},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":465}]"
50902,San Pedro de Quemes,499,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":3},{""t"":""A una cámara séptica"", ""u"":0, ""r"":7},{""t"":""A un pozo ciego"", ""u"":0, ""r"":90},{""t"":""No tiene"", ""u"":0, ""r"":272}]","[{""t"":""Propia"", ""u"":0, ""r"":244},{""t"":""Alquilada"", ""u"":0, ""r"":31},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":25},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":51},{""t"":""Otra"", ""u"":0, ""r"":20}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":234},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":22},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":3},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":42},{""t"":""Pileta pública"", ""u"":0, ""r"":9},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":1},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":61}]"
