cod-ine,nombre,rural,urbana,tipo_desague,tenencia,acceso_agua
20402,Mocomoco,7517,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":130},{""t"":""A una cámara séptica"", ""u"":0, ""r"":127},{""t"":""A un pozo ciego"", ""u"":0, ""r"":1533},{""t"":""A la calle"", ""u"":0, ""r"":11},{""t"":""A la quebrada, río"", ""u"":0, ""r"":9},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":0, ""r"":4795}]","[{""t"":""Propia"", ""u"":0, ""r"":6445},{""t"":""Alquilada"", ""u"":0, ""r"":48},{""t"":""En contrato anticrético"", ""u"":0, ""r"":3},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":4},{""t"":""Cedida por servicios"", ""u"":0, ""r"":32},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":60},{""t"":""Otra"", ""u"":0, ""r"":14}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":4173},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":1},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":57},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":575},{""t"":""Pileta pública"", ""u"":0, ""r"":936},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":85},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":779}]"
20403,Puerto Carabuco,5713,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":91},{""t"":""A una cámara séptica"", ""u"":0, ""r"":74},{""t"":""A un pozo ciego"", ""u"":0, ""r"":1000},{""t"":""A la calle"", ""u"":0, ""r"":2},{""t"":""A la quebrada, río"", ""u"":0, ""r"":34},{""t"":""No tiene"", ""u"":0, ""r"":4146}]","[{""t"":""Propia"", ""u"":0, ""r"":5137},{""t"":""Alquilada"", ""u"":0, ""r"":121},{""t"":""En contrato anticrético"", ""u"":0, ""r"":1},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":3},{""t"":""Cedida por servicios"", ""u"":0, ""r"":17},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":48},{""t"":""Otra"", ""u"":0, ""r"":20}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":3155},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":2},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":55},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":490},{""t"":""Pileta pública"", ""u"":0, ""r"":471},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":79},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":1095}]"
20404,Humanata,2297,0,"[{""t"":""A una cámara séptica"", ""u"":0, ""r"":12},{""t"":""A un pozo ciego"", ""u"":0, ""r"":419},{""t"":""A la calle"", ""u"":0, ""r"":4},{""t"":""A la quebrada, río"", ""u"":0, ""r"":7},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":3},{""t"":""No tiene"", ""u"":0, ""r"":1663}]","[{""t"":""Propia"", ""u"":0, ""r"":2080},{""t"":""Alquilada"", ""u"":0, ""r"":5},{""t"":""Cedida por servicios"", ""u"":0, ""r"":6},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":14},{""t"":""Otra"", ""u"":0, ""r"":3}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":738},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":73},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":136},{""t"":""Pileta pública"", ""u"":0, ""r"":509},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":36},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":616}]"
20405,Escoma,3294,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":132},{""t"":""A una cámara séptica"", ""u"":0, ""r"":24},{""t"":""A un pozo ciego"", ""u"":0, ""r"":208},{""t"":""A la quebrada, río"", ""u"":0, ""r"":5},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":0, ""r"":2657}]","[{""t"":""Propia"", ""u"":0, ""r"":2938},{""t"":""Alquilada"", ""u"":0, ""r"":32},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":10},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":37},{""t"":""Otra"", ""u"":0, ""r"":9}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1369},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":4},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":52},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":110},{""t"":""Pileta pública"", ""u"":0, ""r"":604},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":100},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":788}]"
20501,Chuma,4296,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":20},{""t"":""A una cámara séptica"", ""u"":0, ""r"":120},{""t"":""A un pozo ciego"", ""u"":0, ""r"":957},{""t"":""A la calle"", ""u"":0, ""r"":7},{""t"":""A la quebrada, río"", ""u"":0, ""r"":3},{""t"":""No tiene"", ""u"":0, ""r"":2831}]","[{""t"":""Propia"", ""u"":0, ""r"":3773},{""t"":""Alquilada"", ""u"":0, ""r"":46},{""t"":""Cedida por servicios"", ""u"":0, ""r"":60},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":50},{""t"":""Otra"", ""u"":0, ""r"":9}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":2591},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":6},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":52},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":526},{""t"":""Pileta pública"", ""u"":0, ""r"":358},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":42},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":363}]"
20502,Ayata,2845,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":7},{""t"":""A una cámara séptica"", ""u"":0, ""r"":78},{""t"":""A un pozo ciego"", ""u"":0, ""r"":841},{""t"":""A la calle"", ""u"":0, ""r"":14},{""t"":""A la quebrada, río"", ""u"":0, ""r"":14},{""t"":""No tiene"", ""u"":0, ""r"":1793}]","[{""t"":""Propia"", ""u"":0, ""r"":2649},{""t"":""Alquilada"", ""u"":0, ""r"":19},{""t"":""En contrato anticrético"", ""u"":0, ""r"":3},{""t"":""Cedida por servicios"", ""u"":0, ""r"":44},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":25},{""t"":""Otra"", ""u"":0, ""r"":7}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1593},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":9},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":519},{""t"":""Pileta pública"", ""u"":0, ""r"":395},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":31},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":200}]"
20503,Aucapata,2314,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":98},{""t"":""A una cámara séptica"", ""u"":0, ""r"":9},{""t"":""A un pozo ciego"", ""u"":0, ""r"":278},{""t"":""A la calle"", ""u"":0, ""r"":4},{""t"":""A la quebrada, río"", ""u"":0, ""r"":78},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":0, ""r"":1470}]","[{""t"":""Propia"", ""u"":0, ""r"":1790},{""t"":""Alquilada"", ""u"":0, ""r"":71},{""t"":""En contrato anticrético"", ""u"":0, ""r"":3},{""t"":""Cedida por servicios"", ""u"":0, ""r"":15},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":56},{""t"":""Otra"", ""u"":0, ""r"":3}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1142},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":6},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":50},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":121},{""t"":""Pileta pública"", ""u"":0, ""r"":465},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":13},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":141}]"
20601,Sorata,8410,1259,"[{""t"":""Al alcantarillado"", ""u"":757, ""r"":160},{""t"":""A una cámara séptica"", ""u"":25, ""r"":211},{""t"":""A un pozo ciego"", ""u"":61, ""r"":1719},{""t"":""A la calle"", ""u"":8, ""r"":14},{""t"":""A la quebrada, río"", ""u"":4, ""r"":250},{""t"":""No tiene"", ""u"":270, ""r"":5296}]","[{""t"":""Propia"", ""u"":878, ""r"":7056},{""t"":""Alquilada"", ""u"":155, ""r"":256},{""t"":""En contrato anticrético"", ""u"":13, ""r"":7},{""t"":""En contrato anticrético y alquiler"", ""u"":2, ""r"":0},{""t"":""Cedida por servicios"", ""u"":10, ""r"":93},{""t"":""Prestada por parientes o amigos"", ""u"":46, ""r"":204},{""t"":""Otra"", ""u"":21, ""r"":34}]","[{""t"":""Cañería de red"", ""u"":950, ""r"":3372},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":3},{""t"":""Lago, laguna, curichi"", ""u"":8, ""r"":165},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":86, ""r"":2209},{""t"":""Pileta pública"", ""u"":74, ""r"":1112},{""t"":""Pozo o noria con bomba"", ""u"":2, ""r"":45},{""t"":""Pozo o noria sin bomba"", ""u"":5, ""r"":744}]"
20602,Guanay,3635,1444,"[{""t"":""Al alcantarillado"", ""u"":774, ""r"":17},{""t"":""A una cámara séptica"", ""u"":48, ""r"":146},{""t"":""A un pozo ciego"", ""u"":157, ""r"":822},{""t"":""A la calle"", ""u"":1, ""r"":1},{""t"":""A la quebrada, río"", ""u"":13, ""r"":33},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":297, ""r"":2371}]","[{""t"":""Propia"", ""u"":849, ""r"":2978},{""t"":""Alquilada"", ""u"":308, ""r"":133},{""t"":""En contrato anticrético"", ""u"":31, ""r"":11},{""t"":""En contrato anticrético y alquiler"", ""u"":4, ""r"":1},{""t"":""Cedida por servicios"", ""u"":50, ""r"":109},{""t"":""Prestada por parientes o amigos"", ""u"":34, ""r"":135},{""t"":""Otra"", ""u"":14, ""r"":24}]","[{""t"":""Cañería de red"", ""u"":1140, ""r"":1521},{""t"":""Carro repartidor (aguatero)"", ""u"":1, ""r"":3},{""t"":""Lago, laguna, curichi"", ""u"":5, ""r"":58},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":16, ""r"":1449},{""t"":""Pileta pública"", ""u"":119, ""r"":288},{""t"":""Pozo o noria con bomba"", ""u"":8, ""r"":7},{""t"":""Pozo o noria sin bomba"", ""u"":1, ""r"":65}]"
20603,Tacacoma,3156,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":180},{""t"":""A una cámara séptica"", ""u"":0, ""r"":27},{""t"":""A un pozo ciego"", ""u"":0, ""r"":747},{""t"":""A la calle"", ""u"":0, ""r"":2},{""t"":""A la quebrada, río"", ""u"":0, ""r"":302},{""t"":""No tiene"", ""u"":0, ""r"":1722}]","[{""t"":""Propia"", ""u"":0, ""r"":2590},{""t"":""Alquilada"", ""u"":0, ""r"":168},{""t"":""En contrato anticrético"", ""u"":0, ""r"":6},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":5},{""t"":""Cedida por servicios"", ""u"":0, ""r"":99},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":94},{""t"":""Otra"", ""u"":0, ""r"":18}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":988},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":2},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":25},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":1407},{""t"":""Pileta pública"", ""u"":0, ""r"":384},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":14},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":160}]"
20604,Quiabaya,1186,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":39},{""t"":""A una cámara séptica"", ""u"":0, ""r"":27},{""t"":""A un pozo ciego"", ""u"":0, ""r"":298},{""t"":""A la quebrada, río"", ""u"":0, ""r"":4},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":0, ""r"":658}]","[{""t"":""Propia"", ""u"":0, ""r"":927},{""t"":""Alquilada"", ""u"":0, ""r"":33},{""t"":""Cedida por servicios"", ""u"":0, ""r"":27},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":40}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":253},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":4},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":9},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":369},{""t"":""Pileta pública"", ""u"":0, ""r"":190},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":24},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":178}]"
20605,Combaya,1117,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":29},{""t"":""A una cámara séptica"", ""u"":0, ""r"":12},{""t"":""A un pozo ciego"", ""u"":0, ""r"":235},{""t"":""A la calle"", ""u"":0, ""r"":6},{""t"":""A la quebrada, río"", ""u"":0, ""r"":3},{""t"":""No tiene"", ""u"":0, ""r"":709}]","[{""t"":""Propia"", ""u"":0, ""r"":955},{""t"":""Alquilada"", ""u"":0, ""r"":16},{""t"":""Cedida por servicios"", ""u"":0, ""r"":5},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":14},{""t"":""Otra"", ""u"":0, ""r"":4}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":781},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":58},{""t"":""Pileta pública"", ""u"":0, ""r"":100},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":9},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":46}]"
20606,Tipuani,3381,798,"[{""t"":""Al alcantarillado"", ""u"":176, ""r"":464},{""t"":""A una cámara séptica"", ""u"":56, ""r"":72},{""t"":""A un pozo ciego"", ""u"":281, ""r"":295},{""t"":""A la calle"", ""u"":11, ""r"":12},{""t"":""A la quebrada, río"", ""u"":24, ""r"":307},{""t"":""No tiene"", ""u"":192, ""r"":1567}]","[{""t"":""Propia"", ""u"":382, ""r"":1754},{""t"":""Alquilada"", ""u"":240, ""r"":614},{""t"":""En contrato anticrético"", ""u"":47, ""r"":47},{""t"":""En contrato anticrético y alquiler"", ""u"":1, ""r"":5},{""t"":""Cedida por servicios"", ""u"":47, ""r"":195},{""t"":""Prestada por parientes o amigos"", ""u"":14, ""r"":83},{""t"":""Otra"", ""u"":9, ""r"":19}]","[{""t"":""Cañería de red"", ""u"":602, ""r"":1254},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":6},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":8},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":55, ""r"":1044},{""t"":""Pileta pública"", ""u"":81, ""r"":343},{""t"":""Pozo o noria con bomba"", ""u"":1, ""r"":5},{""t"":""Pozo o noria sin bomba"", ""u"":1, ""r"":57}]"
20607,Mapiri,2450,1944,"[{""t"":""Al alcantarillado"", ""u"":467, ""r"":69},{""t"":""A una cámara séptica"", ""u"":108, ""r"":63},{""t"":""A un pozo ciego"", ""u"":701, ""r"":334},{""t"":""A la calle"", ""u"":19, ""r"":4},{""t"":""A la quebrada, río"", ""u"":14, ""r"":129},{""t"":""A un lago, laguna, curichi"", ""u"":1, ""r"":1},{""t"":""No tiene"", ""u"":463, ""r"":1677}]","[{""t"":""Propia"", ""u"":1151, ""r"":1776},{""t"":""Alquilada"", ""u"":431, ""r"":240},{""t"":""En contrato anticrético"", ""u"":16, ""r"":5},{""t"":""En contrato anticrético y alquiler"", ""u"":4, ""r"":1},{""t"":""Cedida por servicios"", ""u"":73, ""r"":140},{""t"":""Prestada por parientes o amigos"", ""u"":89, ""r"":99},{""t"":""Otra"", ""u"":9, ""r"":16}]","[{""t"":""Cañería de red"", ""u"":1481, ""r"":1314},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":2},{""t"":""Lago, laguna, curichi"", ""u"":15, ""r"":8},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":66, ""r"":329},{""t"":""Pileta pública"", ""u"":205, ""r"":563},{""t"":""Pozo o noria con bomba"", ""u"":1, ""r"":26},{""t"":""Pozo o noria sin bomba"", ""u"":5, ""r"":35}]"
20608,Teoponte,3860,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":17},{""t"":""A una cámara séptica"", ""u"":0, ""r"":204},{""t"":""A un pozo ciego"", ""u"":0, ""r"":1105},{""t"":""A la calle"", ""u"":0, ""r"":6},{""t"":""A la quebrada, río"", ""u"":0, ""r"":16},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":0, ""r"":2138}]","[{""t"":""Propia"", ""u"":0, ""r"":3130},{""t"":""Alquilada"", ""u"":0, ""r"":168},{""t"":""En contrato anticrético"", ""u"":0, ""r"":8},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":2},{""t"":""Cedida por servicios"", ""u"":0, ""r"":77},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":73},{""t"":""Otra"", ""u"":0, ""r"":29}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1263},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":47},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":1834},{""t"":""Pileta pública"", ""u"":0, ""r"":229},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":13},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":101}]"
20701,Apolo,3512,1687,"[{""t"":""Al alcantarillado"", ""u"":512, ""r"":120},{""t"":""A una cámara séptica"", ""u"":32, ""r"":36},{""t"":""A un pozo ciego"", ""u"":184, ""r"":749},{""t"":""A la calle"", ""u"":32, ""r"":34},{""t"":""A la quebrada, río"", ""u"":0, ""r"":15},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":2},{""t"":""No tiene"", ""u"":660, ""r"":2249}]","[{""t"":""Propia"", ""u"":1025, ""r"":2932},{""t"":""Alquilada"", ""u"":279, ""r"":106},{""t"":""En contrato anticrético"", ""u"":6, ""r"":9},{""t"":""En contrato anticrético y alquiler"", ""u"":2, ""r"":4},{""t"":""Cedida por servicios"", ""u"":20, ""r"":51},{""t"":""Prestada por parientes o amigos"", ""u"":76, ""r"":85},{""t"":""Otra"", ""u"":12, ""r"":18}]","[{""t"":""Cañería de red"", ""u"":1064, ""r"":1543},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":9},{""t"":""Lago, laguna, curichi"", ""u"":8, ""r"":68},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":40, ""r"":1107},{""t"":""Pileta pública"", ""u"":290, ""r"":262},{""t"":""Pozo o noria con bomba"", ""u"":3, ""r"":13},{""t"":""Pozo o noria sin bomba"", ""u"":15, ""r"":203}]"
20702,Pelechuco,2971,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":95},{""t"":""A una cámara séptica"", ""u"":0, ""r"":29},{""t"":""A un pozo ciego"", ""u"":0, ""r"":630},{""t"":""A la calle"", ""u"":0, ""r"":2},{""t"":""A la quebrada, río"", ""u"":0, ""r"":38},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":0, ""r"":1435}]","[{""t"":""Propia"", ""u"":0, ""r"":2026},{""t"":""Alquilada"", ""u"":0, ""r"":92},{""t"":""En contrato anticrético"", ""u"":0, ""r"":2},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":20},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":71},{""t"":""Otra"", ""u"":0, ""r"":18}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":541},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":83},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":859},{""t"":""Pileta pública"", ""u"":0, ""r"":179},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":118},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":450}]"
20801,Viacha,7209,22450,"[{""t"":""Al alcantarillado"", ""u"":6203, ""r"":115},{""t"":""A una cámara séptica"", ""u"":1058, ""r"":228},{""t"":""A un pozo ciego"", ""u"":3868, ""r"":2695},{""t"":""A la calle"", ""u"":35, ""r"":15},{""t"":""A la quebrada, río"", ""u"":12, ""r"":26},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":4},{""t"":""No tiene"", ""u"":8564, ""r"":3425}]","[{""t"":""Propia"", ""u"":15667, ""r"":6193},{""t"":""Alquilada"", ""u"":1989, ""r"":107},{""t"":""En contrato anticrético"", ""u"":177, ""r"":2},{""t"":""En contrato anticrético y alquiler"", ""u"":43, ""r"":0},{""t"":""Cedida por servicios"", ""u"":134, ""r"":18},{""t"":""Prestada por parientes o amigos"", ""u"":1490, ""r"":143},{""t"":""Otra"", ""u"":240, ""r"":45}]","[{""t"":""Cañería de red"", ""u"":12335, ""r"":1682},{""t"":""Carro repartidor (aguatero)"", ""u"":52, ""r"":62},{""t"":""Lago, laguna, curichi"", ""u"":35, ""r"":50},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":385, ""r"":342},{""t"":""Pileta pública"", ""u"":3029, ""r"":659},{""t"":""Pozo o noria con bomba"", ""u"":559, ""r"":994},{""t"":""Pozo o noria sin bomba"", ""u"":3345, ""r"":2719}]"
20802,Guaqui,3239,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":18},{""t"":""A una cámara séptica"", ""u"":0, ""r"":102},{""t"":""A un pozo ciego"", ""u"":0, ""r"":793},{""t"":""A la calle"", ""u"":0, ""r"":4},{""t"":""A la quebrada, río"", ""u"":0, ""r"":5},{""t"":""No tiene"", ""u"":0, ""r"":1809}]","[{""t"":""Propia"", ""u"":0, ""r"":2564},{""t"":""Alquilada"", ""u"":0, ""r"":83},{""t"":""En contrato anticrético"", ""u"":0, ""r"":3},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":3},{""t"":""Cedida por servicios"", ""u"":0, ""r"":11},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":38},{""t"":""Otra"", ""u"":0, ""r"":29}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":1396},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":25},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":139},{""t"":""Pileta pública"", ""u"":0, ""r"":442},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":252},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":477}]"
20803,Tiahuanacu,3583,453,"[{""t"":""Al alcantarillado"", ""u"":1, ""r"":117},{""t"":""A una cámara séptica"", ""u"":6, ""r"":60},{""t"":""A un pozo ciego"", ""u"":25, ""r"":1267},{""t"":""A la calle"", ""u"":0, ""r"":3},{""t"":""A la quebrada, río"", ""u"":1, ""r"":5},{""t"":""No tiene"", ""u"":407, ""r"":1702}]","[{""t"":""Propia"", ""u"":424, ""r"":2984},{""t"":""Alquilada"", ""u"":7, ""r"":69},{""t"":""En contrato anticrético"", ""u"":0, ""r"":1},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":2},{""t"":""Cedida por servicios"", ""u"":7, ""r"":17},{""t"":""Prestada por parientes o amigos"", ""u"":1, ""r"":61},{""t"":""Otra"", ""u"":1, ""r"":20}]","[{""t"":""Cañería de red"", ""u"":187, ""r"":1068},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":4},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":23},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":25, ""r"":171},{""t"":""Pileta pública"", ""u"":106, ""r"":791},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":125},{""t"":""Pozo o noria sin bomba"", ""u"":122, ""r"":972}]"
20804,Desaguadero,1280,1333,"[{""t"":""Al alcantarillado"", ""u"":412, ""r"":0},{""t"":""A una cámara séptica"", ""u"":33, ""r"":8},{""t"":""A un pozo ciego"", ""u"":107, ""r"":270},{""t"":""A la calle"", ""u"":1, ""r"":0},{""t"":""A la quebrada, río"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":528, ""r"":890}]","[{""t"":""Propia"", ""u"":814, ""r"":1116},{""t"":""Alquilada"", ""u"":145, ""r"":12},{""t"":""En contrato anticrético"", ""u"":5, ""r"":3},{""t"":""En contrato anticrético y alquiler"", ""u"":3, ""r"":0},{""t"":""Cedida por servicios"", ""u"":15, ""r"":6},{""t"":""Prestada por parientes o amigos"", ""u"":86, ""r"":25},{""t"":""Otra"", ""u"":13, ""r"":7}]","[{""t"":""Cañería de red"", ""u"":992, ""r"":884},{""t"":""Carro repartidor (aguatero)"", ""u"":3, ""r"":0},{""t"":""Lago, laguna, curichi"", ""u"":2, ""r"":3},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":6, ""r"":39},{""t"":""Pileta pública"", ""u"":71, ""r"":98},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":31},{""t"":""Pozo o noria sin bomba"", ""u"":7, ""r"":114}]"
20805,San Andrés de Machaca,2877,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":2},{""t"":""A una cámara séptica"", ""u"":0, ""r"":29},{""t"":""A un pozo ciego"", ""u"":0, ""r"":1253},{""t"":""A la calle"", ""u"":0, ""r"":2},{""t"":""A la quebrada, río"", ""u"":0, ""r"":1},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":0, ""r"":1103}]","[{""t"":""Propia"", ""u"":0, ""r"":2316},{""t"":""Alquilada"", ""u"":0, ""r"":27},{""t"":""Cedida por servicios"", ""u"":0, ""r"":20},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":20},{""t"":""Otra"", ""u"":0, ""r"":8}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":91},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":21},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":212},{""t"":""Pileta pública"", ""u"":0, ""r"":183},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":685},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":1199}]"
